run,type,module,name,attrname,attrvalue,value
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver.errorModel,snirOffset,,,0dB
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver.errorModel,snirOffset,unit,dB,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,typename,,,"""inet.physicallayer.wireless.ieee80211.packetlevel.Ieee80211Receiver"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,displayStringTextFormat,,,""""""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,ignoreInterference,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,signalAnalogRepresentation,,,"""scalar"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,signalAnalogRepresentation,enum,"unitDisk,scalar,dimensional",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,snirThreshold,,,4dB
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,snirThreshold,unit,dB,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,snirThresholdMode,,,"""min"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,snirThresholdMode,enum,"min,mean",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,energyDetection,,,-85dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,energyDetection,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,sensitivity,,,-85dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,sensitivity,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,centerFrequency,,,2.412e+09Hz
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,centerFrequency,unit,Hz,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,bandwidth,,,2.2e+07Hz
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,bandwidth,unit,Hz,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,modulation,,,"""BPSK"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,opMode,,,"""n(mixed-2.4Ghz)"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,opMode,enum,"a,b,g(erp),g(mixed),n(mixed-2.4Ghz),n(greenfield-2.4Ghz),p,ac,ax,be",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,bandName,,,"""2.4 GHz"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,bandName,enum,"2.4 GHz,5 GHz,5 GHz (20 MHz),5 GHz (40 MHz),5 GHz (80 MHz),5 GHz (160 MHz),5.9 GHz,6 GHz,6 GHz (20 MHz),6 GHz (40 MHz),6 GHz (80 MHz),6 GHz (160 MHz),6 GHz (320 MHz)",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,channelNumber,,,0
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,enableSpatialReuse,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,obssPdThreshold,,,-62dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,obssPdThreshold,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,nonSrgObssPdThreshold,,,-62dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,nonSrgObssPdThreshold,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,srgObssPdThreshold,,,-62dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,srgObssPdThreshold,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,htCca20Sensitivity,,,-82dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,htCca20Sensitivity,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,htCca40Sensitivity,,,-79dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,htCca40Sensitivity,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,htCcaEnergyDetection,,,-62dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,htCcaEnergyDetection,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,secondaryCcaSensitivity,,,-72dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,secondaryCcaSensitivity,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,enableNonSrgSpatialReuse,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,enableSrgSpatialReuse,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,srgBssColors,,,""""""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,enableParameterizedSpatialReuse,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,obssPdMinThreshold,,,-82dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,obssPdMinThreshold,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio.receiver,spatialReusePowerReference,,,21dBm
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio.receiver,spatialReusePowerReference,unit,dBm,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,typename,,,"""inet.physicallayer.wireless.ieee80211.packetlevel.Ieee80211Radio"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,displayStringTextFormat,,,""""""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,radioMediumModule,,,"""radioMedium"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,energySourceModule,,,""""""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,initialRadioMode,,,"""off"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,initialRadioMode,enum,"off,sleep,receiver,transmitter,transceiver",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,switchingTimes,,,"""ms 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,sendRawBytes,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,separateTransmissionParts,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,separateReceptionParts,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,displayCommunicationRange,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,displayInterferenceRange,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,signalAnalogRepresentation,,,"""scalar"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,signalAnalogRepresentation,enum,"unitDisk,scalar,dimensional",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,centerFrequency,,,2.412e+09Hz
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,centerFrequency,unit,Hz,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,bandwidth,,,nan Hz
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,bandwidth,unit,Hz,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,opMode,,,"""n(mixed-2.4Ghz)"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,opMode,enum,"a,b,g(erp),g(mixed),n(mixed-2.4Ghz),n(greenfield-2.4Ghz),p,ac,ax,be",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,bandName,,,"""2.4 GHz"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,bandName,enum,"2.4 GHz,5 GHz,5 GHz (20 MHz),5 GHz (40 MHz),5 GHz (80 MHz),5 GHz (160 MHz),5.9 GHz,6 GHz,6 GHz (20 MHz),6 GHz (40 MHz),6 GHz (80 MHz),6 GHz (160 MHz),6 GHz (320 MHz)",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,channelNumber,,,0
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,htSecondaryChannelOffset,,,"""none"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,htSecondaryChannelOffset,enum,"none,above,below",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,primary80ChannelPosition,,,"""automatic"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,primary80ChannelPosition,enum,"automatic,lower,upper",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,primary160ChannelPosition,,,"""automatic"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,primary160ChannelPosition,enum,"automatic,lower,upper",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,primary20SubchannelIndex,,,-1
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0].radio,fcsMode,,,"""computed"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0].radio,fcsMode,enum,"declared,computed",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],typename,,,"""inet.linklayer.ieee80211.Ieee80211Interface"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],displayStringTextFormat,,,"""%a (%i)\n%m"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0],displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],recordPcap,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],numPcapRecorders,,,1
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],interfaceTableModule,,,"""SingleBssNetwork.ap.interfaceTable"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],energySourceModule,,,""""""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],opMode,,,"""n(mixed-2.4Ghz)"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0],opMode,enum,"a,b,g(erp),g(mixed),n(mixed-2.4Ghz),n(greenfield-2.4Ghz),p,ac,ax,be",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],primary80ChannelPosition,,,"""automatic"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0],primary80ChannelPosition,enum,"automatic,lower,upper",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],primary160ChannelPosition,,,"""automatic"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0],primary160ChannelPosition,enum,"automatic,lower,upper",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],primary20SubchannelIndex,,,-1
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],htSecondaryChannelOffset,,,"""none"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0],htSecondaryChannelOffset,enum,"none,above,below",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],address,,,"""10:00:00:00:00:00"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0],address,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],protocol,,,"""ethernetmac"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.wlan[0],bitrate,,,-1bps
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.wlan[0],bitrate,unit,bps,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac.phys$o.channel,typename,,,"""ned.IdealChannel"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].phys$i.channel,typename,,,"""ned.IdealChannel"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].upperLayerIn.channel,typename,,,"""ned.IdealChannel"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac.upperLayerOut.channel,typename,,,"""ned.IdealChannel"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].queue,typename,,,"""inet.linklayer.ethernet.common.EthernetQueue"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].queue,displayStringTextFormat,,,"""contains %p pk (%l) pushed %u\npulled %o removed %r dropped %d"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0].queue,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].queue,packetCapacity,,,1000
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].queue,dataCapacity,,,-1b
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0].queue,dataCapacity,unit,b,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].queue,dropperClass,,,"""inet::queueing::PacketAtCollectionEndDropper"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].queue,comparatorClass,,,"""inet::EthernetFrameTypeComparator"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].queue,bufferModule,,,""""""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,typename,,,"""inet.linklayer.ethernet.basic.EthernetMacPhy"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,displayStringTextFormat,,,"""rate: %b\nsent: %s, rcvd: %r\nqueue: %q, drop: %d"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0].mac,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,interfaceTableModule,,,"""SingleBssNetwork.ap.interfaceTable"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,sendRawBytes,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,promiscuous,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,duplexMode,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,allowNonstandardBitrate,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,receptionMode,,,"""auto"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0].mac,receptionMode,enum,"onStart,auto,onEnd,forceOnEnd",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,mtu,,,1500B
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0].mac,mtu,unit,B,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,fcsMode,,,"""computed"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0].mac,fcsMode,enum,"declared,computed",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,stopOperationExtraTime,,,-1s
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0].mac,stopOperationExtraTime,unit,s,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0].mac,stopOperationTimeout,,,2s
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0].mac,stopOperationTimeout,unit,s,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],typename,,,"""inet.linklayer.ethernet.basic.EthernetInterface"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],displayStringTextFormat,,,"""%a (%i)\n%m"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0],displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],recordPcap,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],numPcapRecorders,,,0
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],interfaceTableModule,,,"""SingleBssNetwork.ap.interfaceTable"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],protocol,,,"""ethernetmac"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],address,,,"""0A-AA-00-00-00-04"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0],address,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],duplexMode,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],csmacdSupport,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],bitrate,,,0bps
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0],bitrate,unit,bps,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap.eth[0],fcsMode,,,"""computed"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap.eth[0],fcsMode,enum,"declared,computed",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap,typename,,,"""inet.node.wireless.AccessPoint"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap,numWlanInterfaces,,,1
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap,hasStatus,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.ap,fcsMode,,,"""computed"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.ap,fcsMode,enum,"declared,computed",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.ethg$i[0].channel,typename,,,"""ned.IdealChannel"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.eth[0].phys$o.channel,typename,,,"""ned.IdealChannel"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.interfaceTable,typename,,,"""inet.networklayer.common.InterfaceTable"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.interfaceTable,displayStringTextFormat,,,"""{numInterfaces} interfaces"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.server.interfaceTable,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.interfaceTable,displayAddresses,,,false
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.cb,typename,,,"""inet.common.MessageDispatcher"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.cb,displayStringTextFormat,,,"""processed {numProcessedPackets} pk ({processedTotalLength})"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.server.cb,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.cb,interfaceTableModule,,,"""SingleBssNetwork.server.interfaceTable"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.cb,forwardServiceRegistration,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.cb,forwardProtocolRegistration,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.cb,interfaceMapping,,,{}
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.cb,serviceMapping,,,{}
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.cb,protocolMapping,,,{}
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.bl,typename,,,"""inet.common.MessageDispatcher"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.bl,displayStringTextFormat,,,"""processed {numProcessedPackets} pk ({processedTotalLength})"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.server.bl,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.bl,interfaceTableModule,,,"""SingleBssNetwork.server.interfaceTable"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.bl,forwardServiceRegistration,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.bl,forwardProtocolRegistration,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.bl,interfaceMapping,,,{}
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.bl,serviceMapping,,,{}
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.bl,protocolMapping,,,{}
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.ethernet,typename,,,"""inet.linklayer.ethernet.basic.EthernetEncapsulation"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.ethernet,displayStringTextFormat,,,"""passed up: {totalFromMAC}\nsent: {totalFromHigherLayer}"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.server.ethernet,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.ethernet,registerProtocol,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.ethernet,interfaceTableModule,,,"""SingleBssNetwork.server.interfaceTable"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.ethernet,fcsMode,,,"""computed"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.server.ethernet,fcsMode,enum,"declared,computed",
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.ethernet,stopOperationExtraTime,,,-1s
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.server.ethernet,stopOperationExtraTime,unit,s,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.ethernet,stopOperationTimeout,,,2s
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.server.ethernet,stopOperationTimeout,unit,s,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.li,typename,,,"""inet.common.MessageDispatcher"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.li,displayStringTextFormat,,,"""processed {numProcessedPackets} pk ({processedTotalLength})"""
BaselineHtMcs7-0-20260808-12:40:38-38592,attr,SingleBssNetwork.server.li,displayStringTextFormat,mutable,,
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.li,interfaceTableModule,,,"""SingleBssNetwork.server.interfaceTable"""
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.li,forwardServiceRegistration,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.li,forwardProtocolRegistration,,,true
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.li,interfaceMapping,,,{}
BaselineHtMcs7-0-20260808-12:40:38-38592,param,SingleBssNetwork.server.li,serviceMapping,,,{}
