run,type,module,name,attrname,attrvalue,value
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,configname,BaselineHtMcs7,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,datetime,20260808-12:40:38,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,datetimef,20260808-124038,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,experiment,BaselineHtMcs7,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,inifile,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/omnetpp.ini,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,iterationvars,,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,iterationvarsd,,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,iterationvarsf,,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,measurement,,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,processid,38599,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,repetition,1,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,replication,#1,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,resultdir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,runnumber,1,
BaselineHtMcs7-1-20260808-12:40:38-38599,runattr,,,seedset,1,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.app[*].endToEndDelay*.vector-recording,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.app[*].packetReceived*.scalar-recording,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.app[*].packetReceived*.vector-recording,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.app[*].packetSent*.scalar-recording,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.app[*].packetSent*.vector-recording,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.numHosts,3,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.packetDropQueueOverflow*.scalar-recording,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.packetDropRetryLimitReached*.scalar-recording,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.scalar-recording,false,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.vector-recording,false,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,image-path,/home/user/omnetpp_ws/inet/images,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,repeat,5,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,result-dir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,seed-set,1,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,description,"HT MCS 7 baseline (64-QAM 5/6 coding rate, 65 Mbps)",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,extends,Base,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.opMode,"""n(mixed-2.4Ghz)""",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.bandName,"""2.4 GHz""",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBitrate,65Mbps,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBandwidth,20MHz,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameNumSpatialStreams,1,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.isBlockAckSupported,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.rateControl.typename,,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.rateSelection.mgmtFrameBitrate,6Mbps,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.rateSelection.controlFrameBitrate,6Mbps,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.rateSelection.responseAckFrameBitrate,6Mbps,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.hcf.rateSelection.responseBlockAckFrameBitrate,6Mbps,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,sim-time-limit,1s,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].classifier.typename,ExampleQosClassifier,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.wlan[*].mac.qosStation,true,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.opMode,"""ac""",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.bandName,"""5 GHz (80 MHz)""",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.numHosts,3,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.ap.wlan[*].address,"""10:00:00:00:00:00""",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.host[*].**.mgmt.accessPointAddress,"""10:00:00:00:00:00""",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.arp.typename,GlobalArp,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.ap.mobility.initialX,250m,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.ap.mobility.initialY,200m,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.host[*].mobility.initialY,200m,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.host[0].mobility.initialX,260m,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.host[1].mobility.initialX,270m,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,**.host[2].mobility.initialX,280m,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.numApps,3,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.app[0..2].typename,UdpBasicApp,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.app[0..2].packetName,"""UdpBasicApp"" + string(index)",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.app[0..2].destAddresses,"""host["" + string(index) + ""]""",
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.app[0..2].messageLength,1400B,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.app[0..2].sendInterval,0.1ms,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.app[0..2].startTime,0.2s,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.app[0..2].stopTime,0.5s,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.server.app[*].destPort,80,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.host[*].numApps,1,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.host[*].app[0].typename,UdpSink,
BaselineHtMcs7-1-20260808-12:40:38-38599,config,,,*.host[*].app[0].localPort,80,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,configname,BaselineHtMcs7,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,datetime,20260808-12:40:38,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,datetimef,20260808-124038,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,experiment,BaselineHtMcs7,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,inifile,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/omnetpp.ini,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,iterationvars,,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,iterationvarsd,,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,iterationvarsf,,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,measurement,,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,processid,38592,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,repetition,0,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,replication,#0,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,resultdir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,runnumber,0,
BaselineHtMcs7-0-20260808-12:40:38-38592,runattr,,,seedset,0,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.ap*.wlan[*].recordPcap,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.app[*].endToEndDelay*.vector-recording,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.app[*].packetReceived*.scalar-recording,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.app[*].packetReceived*.vector-recording,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.app[*].packetSent*.scalar-recording,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.app[*].packetSent*.vector-recording,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.checksumMode,"""computed""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.fcsMode,"""computed""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.numHosts,3,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.packetDropQueueOverflow*.scalar-recording,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.packetDropRetryLimitReached*.scalar-recording,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.scalar-recording,false,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.vector-recording,false,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].pcapRecorder[*].fileFormat,"""pcapng""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].pcapRecorder[*].moduleNamePatterns,"""mac""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].pcapRecorder[*].verbose,false,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,image-path,/home/user/omnetpp_ws/inet/images,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,repeat,5,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,result-dir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,seed-set,0,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,description,"HT MCS 7 baseline (64-QAM 5/6 coding rate, 65 Mbps)",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,extends,Base,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.opMode,"""n(mixed-2.4Ghz)""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.bandName,"""2.4 GHz""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBitrate,65Mbps,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBandwidth,20MHz,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameNumSpatialStreams,1,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.isBlockAckSupported,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.rateControl.typename,,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.rateSelection.mgmtFrameBitrate,6Mbps,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.rateSelection.controlFrameBitrate,6Mbps,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.rateSelection.responseAckFrameBitrate,6Mbps,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.hcf.rateSelection.responseBlockAckFrameBitrate,6Mbps,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,sim-time-limit,1s,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].classifier.typename,ExampleQosClassifier,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.wlan[*].mac.qosStation,true,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.opMode,"""ac""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.bandName,"""5 GHz (80 MHz)""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.numHosts,3,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.ap.wlan[*].address,"""10:00:00:00:00:00""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.host[*].**.mgmt.accessPointAddress,"""10:00:00:00:00:00""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.arp.typename,GlobalArp,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.ap.mobility.initialX,250m,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.ap.mobility.initialY,200m,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.host[*].mobility.initialY,200m,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.host[0].mobility.initialX,260m,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.host[1].mobility.initialX,270m,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,**.host[2].mobility.initialX,280m,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.numApps,3,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.app[0..2].typename,UdpBasicApp,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.app[0..2].packetName,"""UdpBasicApp"" + string(index)",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.app[0..2].destAddresses,"""host["" + string(index) + ""]""",
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.app[0..2].messageLength,1400B,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.app[0..2].sendInterval,0.1ms,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.app[0..2].startTime,0.2s,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.app[0..2].stopTime,0.5s,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.server.app[*].destPort,80,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.host[*].numApps,1,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.host[*].app[0].typename,UdpSink,
BaselineHtMcs7-0-20260808-12:40:38-38592,config,,,*.host[*].app[0].localPort,80,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,configname,BaselineHtMcs7,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,datetime,20260808-12:40:38,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,datetimef,20260808-124038,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,experiment,BaselineHtMcs7,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,inifile,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/omnetpp.ini,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,iterationvars,,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,iterationvarsd,,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,iterationvarsf,,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,measurement,,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,processid,38595,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,repetition,2,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,replication,#2,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,resultdir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,runnumber,2,
BaselineHtMcs7-2-20260808-12:40:38-38595,runattr,,,seedset,2,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.app[*].endToEndDelay*.vector-recording,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.app[*].packetReceived*.scalar-recording,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.app[*].packetReceived*.vector-recording,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.app[*].packetSent*.scalar-recording,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.app[*].packetSent*.vector-recording,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.numHosts,3,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.packetDropQueueOverflow*.scalar-recording,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.packetDropRetryLimitReached*.scalar-recording,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.scalar-recording,false,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.vector-recording,false,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,image-path,/home/user/omnetpp_ws/inet/images,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,repeat,5,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,result-dir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,seed-set,2,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,description,"HT MCS 7 baseline (64-QAM 5/6 coding rate, 65 Mbps)",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,extends,Base,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.opMode,"""n(mixed-2.4Ghz)""",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.bandName,"""2.4 GHz""",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBitrate,65Mbps,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBandwidth,20MHz,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameNumSpatialStreams,1,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.isBlockAckSupported,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.rateControl.typename,,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.rateSelection.mgmtFrameBitrate,6Mbps,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.rateSelection.controlFrameBitrate,6Mbps,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.rateSelection.responseAckFrameBitrate,6Mbps,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.hcf.rateSelection.responseBlockAckFrameBitrate,6Mbps,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,sim-time-limit,1s,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].classifier.typename,ExampleQosClassifier,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.wlan[*].mac.qosStation,true,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.opMode,"""ac""",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.bandName,"""5 GHz (80 MHz)""",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.numHosts,3,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.ap.wlan[*].address,"""10:00:00:00:00:00""",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.host[*].**.mgmt.accessPointAddress,"""10:00:00:00:00:00""",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.arp.typename,GlobalArp,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.ap.mobility.initialX,250m,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.ap.mobility.initialY,200m,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.host[*].mobility.initialY,200m,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.host[0].mobility.initialX,260m,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.host[1].mobility.initialX,270m,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,**.host[2].mobility.initialX,280m,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.numApps,3,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.app[0..2].typename,UdpBasicApp,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.app[0..2].packetName,"""UdpBasicApp"" + string(index)",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.app[0..2].destAddresses,"""host["" + string(index) + ""]""",
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.app[0..2].messageLength,1400B,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.app[0..2].sendInterval,0.1ms,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.app[0..2].startTime,0.2s,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.app[0..2].stopTime,0.5s,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.server.app[*].destPort,80,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.host[*].numApps,1,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.host[*].app[0].typename,UdpSink,
BaselineHtMcs7-2-20260808-12:40:38-38595,config,,,*.host[*].app[0].localPort,80,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,configname,BaselineHtMcs7,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,datetime,20260808-12:40:38,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,datetimef,20260808-124038,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,experiment,BaselineHtMcs7,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,inifile,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/omnetpp.ini,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,iterationvars,,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,iterationvarsd,,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,iterationvarsf,,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,measurement,,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,processid,38613,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,repetition,3,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,replication,#3,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,resultdir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,runnumber,3,
BaselineHtMcs7-3-20260808-12:40:38-38613,runattr,,,seedset,3,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.app[*].endToEndDelay*.vector-recording,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.app[*].packetReceived*.scalar-recording,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.app[*].packetReceived*.vector-recording,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.app[*].packetSent*.scalar-recording,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.app[*].packetSent*.vector-recording,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.numHosts,3,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.packetDropQueueOverflow*.scalar-recording,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.packetDropRetryLimitReached*.scalar-recording,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.scalar-recording,false,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.vector-recording,false,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,image-path,/home/user/omnetpp_ws/inet/images,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,repeat,5,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,result-dir,/home/user/omnetpp_ws/inet/examples/ieee80211ac/vht_mcs_256qam/results/20260808T103941Z/BaselineHtMcs7,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,seed-set,3,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,description,"HT MCS 7 baseline (64-QAM 5/6 coding rate, 65 Mbps)",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,extends,Base,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.opMode,"""n(mixed-2.4Ghz)""",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.bandName,"""2.4 GHz""",
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBitrate,65Mbps,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameBandwidth,20MHz,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.rateSelection.dataFrameNumSpatialStreams,1,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.isBlockAckSupported,true,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.rateControl.typename,,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.rateSelection.mgmtFrameBitrate,6Mbps,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.rateSelection.controlFrameBitrate,6Mbps,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.rateSelection.responseAckFrameBitrate,6Mbps,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].mac.hcf.rateSelection.responseBlockAckFrameBitrate,6Mbps,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,network,inet.examples.ieee80211.common.SingleBssNetwork,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,sim-time-limit,1s,
BaselineHtMcs7-3-20260808-12:40:38-38613,config,,,**.wlan[*].classifier.typename,ExampleQosClassifier,
